time,gyroX,gyroY,gyroZ,accX,accY,accZ,motor1,motor2,motor3,motor4
60,112.92849467900706,165.06712298193568,29.55202066613396,9.801464979101109,-0.023138820306440877,-0.015346384438811754,1112,1165,1069,1133
61,114.57349202009624,163.92960356909595,30.029317520926156,9.91388873927607,0.07585614490221876,0.05173644584102064,1114,1163,1070,1132
62,116.20703210746099,162.7756913325068,30.505863644344355,9.82187500844232,-0.015621029000916636,0.10375005533678477,1116,1162,1071,1131
63,117.82895158845388,161.60550166243038,30.981647122760293,9.77716580008425,-0.0911250048013021,0.11586963819186465,1117,1161,1072,1131
64,119.4390882724784,160.41915157685855,31.45665606161178,9.843818568354516,-0.11320381768632384,0.013317920086635099,1119,1160,1073,1130
65,121.0372811472079,159.21675970981119,31.9308785857001,9.776507436722563,-0.007520404659828977,-0.06076110501833229,1121,1159,1074,1130
66,122.62337039468676,157.99844629947304,32.404302839486846,9.671282416866546,0.09217459580091572,-0.029818525835320405,1122,1157,1075,1129
67,124.19719740731192,156.76433317616988,32.87691698739032,9.743558141466385,0.0479332092691972,-0.007975860426210261,1124,1156,1076,1128
68,125.7586048036937,155.5145437501856,33.348709214081445,9.819180271336212,-0.014016158005521934,-0.006707992198016624,1125,1155,1077,1128
69,127.3074364443936,154.24920299942136,33.81966772477914,9.943137020849177,-0.04505930520035699,0.01738839583709049,1127,1154,1078,1127
70,128.8435374475382,152.9684374568977,34.28978074554514,9.79237316439144,-0.00878961283099313,-0.01620027126589328,1128,1152,1079,1127
71,130.3667542043073,151.67237519810166,34.75903652357843,9.816497405184354,-0.032709898179939675,-0.06539090699900682,1130,1151,1080,1126
72,131.8769343942946,150.36114582817902,35.227423327509,9.874222385570095,-0.048137856908221005,-0.01274707752278591,1131,1150,1081,1125
73,133.37392700073957,149.0348804689741,35.694929447691145,9.725798633520593,0.023449422044124563,-0.029983357102510197,1133,1149,1082,1125
74,134.857582325629,147.6937117459176,36.1615431964962,9.887191390015257,0.0208776674984305,0.08135409463839977,1134,1147,1083,1124
75,136.32775200466682,146.3377737747642,36.62725290860476,9.873664994591937,0.04366684056483122,0.03064065655739376,1136,1146,1084,1123
76,137.78428902211027,144.96720214818106,37.09204694129827,9.887547916238585,0.0037042779223023245,0.02724019459187288,1137,1144,1085,1123
77,139.22704772547135,143.5821339221887,37.55591367475012,9.832538050804217,0.007137599387965785,-0.04276415490950035,1139,1143,1086,1122
78,140.65588384008205,142.18270760245548,38.01884151231615,9.883055020527276,0.0003156791263815885,0.028503499374529957,1140,1142,1087,1121
79,142.0706544835216,140.76906313044725,38.48081888082451,9.80122934584013,0.02024488866271691,-0.05235392186971064,1142,1140,1088,1121
80,143.47121817990458,139.3413418694331,38.941834230865055,9.83643467410076,-0.06503585872148267,-0.07435052625141862,1143,1139,1089,1120
81,144.85743487402854,137.8996865903494,39.40187603707805,9.760053272830087,-0.11792220294953511,-0.010535720525458613,1144,1137,1090,1119
82,146.2291659453792,136.4442414575227,39.86093279844229,9.79401184912874,0.030634590109329035,-0.0018748412338287154,1146,1136,1091,1118
83,147.58627422199257,134.9751520142534,40.31899303856267,9.84463590130131,0.037685184280705476,-0.04235261561441345,1147,1134,1092,1118
84,148.9286239941719,133.49256516826162,40.77604530595702,9.831550003620368,0.009471309044833676,0.009976014689052154,1148,1133,1093,1117
85,150.25608102805856,131.99662917699644,41.232078174342476,9.79505193022579,0.007661742680023734,0.046061071232433,1150,1131,1094,1116
86,151.5685125790554,130.48749363281038,41.68708024292108,9.797532908572817,-0.013370573619611144,0.1056810532399761,1151,1130,1095,1115
87,152.86578740510103,128.96530944800026,42.141040136664806,9.747158103522564,-0.01500377539682474,0.0631043081829812,1152,1128,1096,1115
88,154.14777577979388,127.43022883971604,42.59394650659996,9.842019507596781,0.030397332947524426,0.07318208711938151,1154,1127,1097,1114
89,155.41434950536478,125.88240531473937,43.04578803009088,9.84121151043466,-0.04530964513881522,-0.002964576919881646,1155,1125,1098,1113
90,156.66538192549672,124.32199365413288,43.496553411123024,9.765521659548726,0.05175806374149697,0.04289909962781254,1156,1124,1098,1112
91,157.9007479379901,122.7491498977623,43.946231380585324,9.831586589943983,-0.0038449408610326547,-0.009895033399643259,1157,1122,1099,1111
92,159.12032400727324,121.16403132869256,44.39481069655198,9.714689750963487,0.040295645136282275,0.026773489752152043,1159,1121,1100,1111
93,160.32398817675545,119.56679645745962,44.842280144563446,9.767500174618402,0.05821088133017839,-0.04828890538399138,1160,1119,1101,1110
94,161.5116200810229,117.95760500621964,45.28862853790683,9.774862774550188,0.029083690519977667,-0.040504920564689906,1161,1117,1102,1109
95,162.68310095787479,116.33661789277667,45.73384471789555,9.794502199384835,0.09070788096762447,-0.07112592619618822,1162,1116,1103,1108
96,163.83831366019965,114.70399721449134,46.17791755414829,9.830351995220848,0.01613645863910443,0.08813943737647414,1163,1114,1104,1107
97,164.97714266769,113.05990623207084,46.62083594486727,9.810225030928498,0.014022168728046059,0.04655417927397096,1164,1113,1105,1107
98,166.0994740983941,111.40450935324347,47.0625888171158,9.79332365008251,0.03760049835749975,0.019136134998833192,1166,1111,1105,1106
99,167.20519572010411,109.73797211631751,47.50316512709507,9.760688320862158,0.08143990480934918,-0.009785867018286702,1167,1109,1106,1105
100,168.2941969615793,108.06046117362793,47.9425538604203,9.749799905483496,0.02597365216397085,0.004892177109944269,1168,1108,1107,1104
101,169.36636892360303,106.37214427487109,48.38074403239601,9.769995694839425,-0.015206767806561872,-0.03203423531382903,1169,1106,1108,1103
102,170.42160438987258,104.67319025032991,48.817724688290745,9.835535514286226,-0.017518603042273637,-0.11500170843722975,1170,1104,1109,1102
103,171.45979783772069,102.96376899399107,49.25348490361086,9.859734931166305,0.0057565424989589505,0.01891087170700987,1171,1102,1110,1101
104,172.48084544866768,101.24405144655566,49.688013784373666,9.82010319277114,-0.006048490417240498,0.02617519528647906,1172,1101,1110,1101
105,173.48464511880337,99.51420957834539,50.12130046737978,9.852348335533817,0.012137460784222199,-0.015117435975810662,1173,1099,1111,1100
106,174.47109646899725,97.7744163721055,50.55333412048469,9.788178742793761,0.037591576273214716,-0.03899601201931023,1174,1097,1112,1099
107,175.4401008549363,96.02484580570682,50.984103942869574,9.749891415449008,-0.020038762391199668,-0.06148746617392267,1175,1096,1113,1098
108,176.39156137698947,94.26567283474799,51.41359916531131,9.717563464540005,-0.002146182762836227,0.03793408689231148,1176,1094,1114,1097
109,177.32538288989744,92.49707337506015,51.841809050451694,9.81396581745013,-0.009211068416777475,0.016111170480017006,1177,1092,1114,1096
110,178.24147201228706,90.71922428511544,52.26872289306591,9.843993100619471,0.009094177880337386,-0.018906336678678096,1178,1090,1115,1095
111,179.1397371360095,88.93230334834135,52.694330020330135,9.759996471211347,-0.01103845810309342,-0.029883430505690912,1179,1088,1116,1094
112,180.02008843530098,87.13648925534241,53.11861979208834,9.810120452615282,-0.020040490876507902,-0.02936877638552529,1180,1087,1117,1093
113,180.88243787576516,85.33196158603144,53.54158160111834,9.830248389157783,0.03418931309239377,0.05379410161908246,1180,1085,1117,1092
114,181.72669922317664,83.5189007916716,53.96320487339692,9.811627724020394,-0.025366589310891335,-0.017981440466618558,1181,1083,1118,1091
115,182.55278805210423,81.69748817683143,54.38347906836426,9.827897119418877,0.014895860049691817,0.011841683405861295,1182,1081,1119,1090
116,183.36062175435336,79.86790588125466,54.80239367918735,9.775561297851194,-0.06373668385464279,0.006979967666776799,1183,1079,1120,1089
117,184.15011954722712,78.03033686164605,55.219938233022745,9.823755695860672,-0.06934368328790612,0.033425492519625864,1184,1078,1120,1088
118,184.92120248160404,76.18496487337637,55.63610229127837,9.771976516364088,-0.11208796573313912,0.08455189751595471,1184,1076,1121,1087
119,185.6737934498333,74.3319744521066,56.05087544987442,9.774235432814333,0.1708367959881172,-0.038580180059596195,1185,1074,1122,1087
120,186.40781719344525,72.47155089533473,56.46424733950353,9.780805033314728,0.007106785565438436,0.05099878481580903,1186,1072,1122,1086
121,187.12320031067716,70.60388024386609,56.87620762589,9.819596913915767,0.05478158457043313,-0.005256558650200397,1187,1070,1123,1085
122,187.81987126381352,68.72914926320942,57.28674601004812,9.73756490297889,-0.02756733495171694,-0.04519601279120598,1187,1068,1124,1084
123,188.4977603863395,66.84754542490053,57.69585222853967,9.89698723217256,-0.06485950775894578,0.040640561561296654,1188,1066,1124,1083
124,189.1567998899078,64.95925688775526,58.103516053730495,9.868969537813069,-0.09780519737716076,-0.026663904632512805,1189,1064,1125,1082
125,189.79692387111726,63.06447247905375,58.50972729404621,9.895309782626772,0.026719351153671207,0.07122020075908826,1189,1063,1126,1081
126,190.41806831810317,61.16338167565787,58.91447579422694,9.849749594558991,0.038236428641627455,0.08629107394095009,1190,1061,1126,1080
127,191.02017111693849,59.25617458506375,59.317751435581286,9.755217717381194,-0.05522868981752565,0.08858205234488208,1191,1059,1127,1079
128,191.60317205784503,57.3430419263911,59.7195441362392,9.848798052231441,0.094514807759472,-0.023096428604427163,1191,1057,1128,1077
129,192.16701284121456,55.424175011311526,60.1198438514041,9.833932499237433,0.013556977932964993,-0.0015599458494133412,1192,1055,1128,1076
130,192.7116370834386,53.49976572491748,60.51864057360395,9.83633363025064,0.01778016524660262,-0.041203889487248194,1192,1053,1129,1075
131,193.23699032254683,51.57000650653393,60.91592433294147,9.844332696080059,-0.05256660098403602,-0.05152982690059184,1193,1051,1129,1074
132,193.7430200236531,49.63509033047458,61.31168519734338,9.87788458048271,-0.1302661131197297,0.018037109478591145,1193,1049,1130,1073
133,194.22967558420896,47.69521068674463,61.70591327280866,9.849603475448566,0.013670957187238493,0.03932731011428415,1194,1047,1131,1072
134,194.69690833906392,45.75056156169188,62.09859870365596,9.8003236938798,0.028446022799669526,-0.019995405333815205,1194,1045,1131,1071
135,195.14467156533183,43.801337418608306,62.48973167276998,9.770754016579044,0.09625240503883407,0.02750358614228708,1195,1043,1132,1070
136,195.57292048706324,41.84773317828386,62.87930240184685,9.8414385636101,-0.05722533916574749,0.009327549558229323,1195,1041,1132,1069
137,195.98161227972287,39.889944199514574,63.267301151638634,9.860286591311635,-0.026794178609886844,-0.041185365042002244,1195,1039,1133,1068
138,196.37070607447197,37.92816625956685,63.6537182221968,9.86613198904935,0.09162775846682872,-0.04789073235557336,1196,1037,1133,1067
139,196.7401629622553,35.96259553459987,64.0385439531147,9.766105241107388,0.048790089008912706,-0.00829255961560828,1196,1035,1134,1066
140,197.08994599769204,33.99342858004816,64.4217687237691,9.86467370030828,0.019266745186323625,0.05057155108417989,1197,1033,1135,1065
141,197.42002020277005,32.02086231096626,64.80338295356071,9.81440807205343,-0.08016621447836801,-0.0405924871453498,1197,1032,1135,1064
142,197.73035257034394,30.045093982337168,65.18337710215366,9.85322939109142,0.039441786225919144,-0.014127917620048103,1197,1030,1136,1063
143,198.02091206743552,28.066321169347347,65.56174166971402,9.749527411665735,0.023392502944330693,-0.028415120787974174,1198,1028,1136,1062
144,198.29166963833725,26.08474174762911,65.9384671971473,9.802516836876412,-0.038446293396968,-0.006472988855147882,1198,1026,1137,1060
145,198.54259820751767,24.100553873473324,66.31354426633497,9.792707210569985,0.01644926107773004,0.010843295591927248,1198,1024,1137,1059
146,198.77367268232894,22.11395596401392,66.68696350036979,9.926530345995547,0.025030052813042547,-0.07435735483996078,1198,1022,1137,1058
147,198.98486995551616,20.125146677386347,67.05871556379037,9.770794296434374,0.00195437134224206,0.09647286573672437,1198,1020,1138,1057
148,199.176168907528,18.134324892861933,67.4287911628145,9.83696880934273,0.060798757531286975,0.0028989485135448036,1199,1018,1138,1056
149,199.34755040862868,16.141689690960124,67.79718104557149,9.88230846276209,0.08521850900690667,-0.03329041603038213,1199,1016,1139,1055
150,199.4989973208109,14.147440333540581,68.16387600233341,9.797416771529994,-0.014767873652755323,0.010213877283240788,1199,1014,1139,1054
151,199.63049449950964,12.15177624387718,68.5288668657455,9.745638532382436,-0.020265082908563724,0.060379425914941276,1199,1012,1140,1053
152,199.74202879511662,10.154896986715837,68.89214451105514,9.862780526486157,-0.07083636219432725,-0.002182033585007162,1199,1010,1140,1052
153,199.83358905429526,8.157002248318207,69.25369985634013,9.793649690179436,0.027297066657629696,-0.05138516977213223,1199,1008,1141,1050
154,199.90516612109585,6.158291816493225,69.61352386273568,9.833811952631935,0.038234994890706475,0.009424365321786933,1199,1006,1141,1049
155,199.95675283787142,4.158965560618486,69.97160753466036,9.754164051427823,-0.05135067468478081,0.005272543792988461,1199,1004,1141,1048
156,199.98834404599327,2.1592234116534783,70.32794192004103,9.868297237005702,0.001608105018470935,-0.028071361760134778,1199,1002,1142,1047
157,199.9999365863669,0.15926534214665267,70.68251811053659,9.827986622079314,-0.1230688237373932,0.04191854470739004,1199,1000,1142,1046
158,199.99152929974804,-1.8407086537616673,71.0353272417608,9.798156205232083,-0.12289423498473462,-0.0953351255237065,1199,1001,1142,1045
159,199.96312302685823,-3.840498580338529,71.38636049350369,9.864246360476907,0.009654751398740443,-0.07914624404032829,1199,1003,1143,1044
160,199.91472060830108,-5.839904460257763,71.73560908995229,9.794419826352991,-0.04961882608499479,0.05000972375296834,1199,1005,1143,1043
161,199.84632688427814,-7.838726354597542,72.08306429990986,9.77157294591076,0.11712495579119869,0.05460633211466767,1199,1007,1144,1041
162,199.7579486941048,-9.836764382834112,72.42871743701427,9.801923565970581,-0.04204633030063702,0.05535029272473962,1199,1009,1144,1040
163,199.6495948755265,-11.83381874282967,72.77255985995507,9.732044182328957,0.01627175130152066,-0.1454095720342714,1199,1011,1144,1039
164,199.52127626383472,-13.829689730812436,73.1145829726896,9.800703613213559,0.029756245707089166,-0.03487169752502347,1199,1013,1145,1038
165,199.37300569078374,-15.824177761346819,73.45477822465787,9.717103268238647,-0.07940119057795021,0.04007456488699115,1199,1015,1145,1037
166,199.20479798330732,-17.817083387291838,73.79313711099628,9.78729719903344,0.03942863659269183,-0.03163284697545179,1199,1017,1145,1036
167,199.01666996203602,-19.808207319745605,74.12965117275031,9.830554684230462,-0.029649929679026216,0.07379493556515526,1199,1019,1145,1034
168,198.80864043961517,-21.797350447974225,74.46431199708594,9.761749898386526,-0.031145754646600438,0.021684116575779917,1198,1021,1146,1033
169,198.5807302188237,-23.784313859322445,74.79711121749999,9.778122689088384,-0.03411009037573903,-0.0014908971888571512,1198,1023,1146,1032
170,198.3329620904937,-25.768898859104933,75.12804051402928,9.726168336472725,-0.01170283708849068,0.025040597096445596,1198,1025,1146,1031
171,198.0653608312316,-27.750906990475517,75.45709161345864,9.825728735270268,-0.050095277830459195,0.011106781779319924,1198,1027,1146,1030
172,197.7779532009403,-29.73014005427273,75.7842562895277,9.806161494064106,-0.009455487631638181,0.02891843267165541,1197,1029,1147,1029
173,197.47076794014328,-31.706400128839558,76.10952636313664,9.802852770479573,-0.05907139620778339,0.022619775871810095,1197,1031,1147,1027
174,197.1438357671107,-33.679489589815404,76.43289370255052,9.884475651979026,0.010199580200697674,-0.05689053337562014,1197,1033,1147,1026
175,196.7971893747874,-35.649211129898426,76.75435022360271,9.84770625231391,0.011236196416633853,0.017856584674539138,1196,1035,1147,1025
176,196.43086342752372,-37.61536777857602,77.07388788989694,9.805098501139824,0.07683793158639497,-0.03545843763698317,1196,1037,1148,1024
177,196.04489455760913,-39.57776292182181,77.39149871300818,9.836166258094165,-0.028674405204610204,-0.007606579831286738,1196,1039,1148,1023
178,195.63932136160898,-41.536200321756766,77.70717475268239,9.72726871004298,0.09627848684943674,0.006203723598511185,1195,1041,1148,1021
179,195.21418439650486,-43.49048413627294,78.02090811703505,9.859682551102239,0.07003150347606123,-0.012759608842506227,1195,1043,1148,1020
180,194.76952617563907,-45.44041893861743,78.33269096274836,9.834345257293377,-0.043930038879617016,-0.02123549052884011,1194,1045,1148,1019
181,194.30539116446312,-47.385809736934945,78.64251549526742,9.893741402115669,-0.057141476515864625,-0.032988900373909766,1194,1047,1148,1018
182,193.82182577609132,-49.32646199376681,78.95037396899505,9.895120524485359,0.05691176248585625,0.09119361956029935,1193,1049,1149,1017
183,193.31887836665956,-51.262181645504555,79.25625868748547,9.749223554456469,-0.04840386871485422,0.037682804902114404,1193,1051,1149,1015
184,192.79659923048968,-53.19277512179609,79.56016200363662,9.800663117763893,0.004133090484244347,0.08338816683466121,1192,1053,1149,1014
185,192.25504059506002,-55.118049364902596,79.86207631988144,9.867222408706429,-0.048387987911861656,-0.036503819751697926,1192,1055,1149,1013
186,191.69425661578288,-57.037811849004186,80.16199408837772,9.73736307123651,-0.04031405721875086,0.032780146864495,1191,1057,1149,1012
187,191.11430337058883,-58.95187059945221,80.45990781119691,9.822639761901018,-0.060624915005782876,0.0569081462100712,1191,1058,1149,1011
188,190.51523885431908,-60.8600342119667,80.75581004051145,9.844296895159108,-0.035108452663463074,0.05289303438722755,1190,1060,1149,1010
189,189.89712297292613,-62.762111871776504,81.04969337878099,9.884171284910828,0.06947893087075777,-0.0640919497858412,1189,1062,1149,1008
190,189.2600175374829,-64.65791337270072,81.34155047893739,9.817517878822708,-0.012940297272564967,-0.0025945331190280405,1189,1064,1149,1007
191,188.60398625800212,-66.54724913616909,81.63137404456835,9.862872006244256,0.06417652123815104,0.0012564243129308149,1188,1066,1149,1006
192,187.92909473706501,-68.42993023017965,81.91915683009982,9.760982209239314,0.0091515911195288,0.08212362442622767,1187,1068,1149,1005
193,187.23541046326122,-70.30576838819198,82.20489164097718,9.791737429036147,0.03547206879426858,-0.056497937097766626,1187,1070,1149,1004
194,186.5230028044401,-72.17457602795344,82.488571333845,9.782757846380314,0.025977154782527545,-0.11059968281052555,1186,1072,1149,1002
195,185.79194300077387,-74.03616627025738,82.77018881672576,9.761242914228712,0.027608892817355943,0.01175217301694073,1185,1074,1149,1001
196,185.04230415763365,-75.8903529576309,83.04973704919705,9.838668984774946,0.0841484373903289,0.01464455503699956,1185,1075,1149,1000
197,184.27416123827908,-77.73695067295041,83.3272090425676,9.787370024231976,-0.05746221583672839,0.05970204331337112,1184,1077,1149,1000
198,183.48759105636194,-79.5757747579832,83.60259786005206,9.842713329637272,0.09632534284743906,0.021462261089994657,1183,1079,1149,1001
199,182.68267226824503,-81.40664133185311,83.8758966169443,9.787472303498182,0.042882232729191484,-0.006676656979494631,1182,1081,1149,1003
200,181.85948536513632,-83.22936730942848,84.14709848078965,9.794654025811974,0.03315459569920135,0.10209094950114282,1181,1083,1149,1004
201,181.01811266504015,-85.04377041963053,84.41619667155565,9.805897524219942,0.018408188984747248,-0.08178253269782679,1181,1085,1149,1005
202,180.15863830452545,-86.84966922366009,84.68318446180152,9.808694514429174,0.0037620942762312155,0.032593443046259975,1180,1086,1149,1006
203,179.28114823031194,-88.64688313314187,84.94805517684644,9.691851768882529,0.10098394273913275,-0.058769865735174946,1179,1088,1149,1007
204,178.38573019067593,-90.43523242818239,85.21080219493629,9.808398116816802,-0.013155557141999862,0.03397694392693526,1178,1090,1149,1009
205,177.4724737266751,-92.21453827534255,85.47141894740933,9.785709451660562,0.005306281846651792,0.0475836762140106,1177,1092,1149,1010
206,176.5414701631948,-93.98462274552044,85.72989891886034,9.849250193988293,0.01821184057521256,-0.06528023547887185,1176,1093,1149,1011
207,175.59281259981563,-95.74530883174396,85.98623564730345,9.80465211269335,-0.09785478686197846,0.044681329421118396,1175,1095,1149,1012
208,174.6265959015033,-97.49642046687185,86.24042272433384,9.795760087472416,-0.019344527338710157,0.024386544765735436,1174,1097,1149,1013
209,173.64291668912253,-99.23778254119976,86.49245379528779,9.76378390849629,-0.01197599617315841,-0.014934014241984844,1173,1099,1149,1015
210,172.64187332977474,-100.96922091997149,86.74232255940169,9.783249228311915,-0.010011405542684017,-0.10768097732950538,1172,1100,1149,1016
211,171.6235659269618,-102.69056246079187,86.99002276996941,9.745188511130252,0.0035146625569089,0.03949735905499699,1171,1102,1148,1017
212,170.58809631057525,-104.40163503094143,87.23554823449862,9.8646220390646,-0.10885718874972335,-0.018849320711179406,1170,1104,1148,1018
